name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,match_results
Bojan Mihajlovic,,10,6,0,180.34,92.99,185.42,Orthodox,3/30/1980,1.23,35,5.95,47,0,0,33,0,,win
Codale Ford,Crunch Time,11,9,0,175.26,77.11,,,,0,0,0,0,0,0,0,0,,loss
Christophe Leninger,,3,4,0,182.88,90.72,,Southpaw,,0,0,0,0,0,0,0,0,,win
Cory Walmsley,Hardcore,8,2,0,182.88,92.99,,Orthodox,,0.79,100,1.18,50,0,0,0,0,,win
Tyler Hill,,8,2,0,190.5,77.11,,Switch,8/10/1991,3.64,39,5.33,47,0,0,0,0,,loss
Jean Francois Lenogue,,16,17,3,182.88,83.91,,Orthodox,11/29/1972,1.13,34,0.27,60,0,0,33,0,,win
Brendan Seguin,,23,19,1,182.88,83.91,,,,2.6,45,0.6,84,5,62,100,0,,win
Felipe Bunes,Felipinho,13,6,0,170.18,56.7,175.26,Orthodox,10/29/1989,0,0,0,0,0,0,0,0,,win
Steve Steinbeiss,The Hooligan,9,4,0,190.5,83.91,190.5,Orthodox,5/5/1981,3.92,55,1.86,49,0.44,50,58,0,,win
James Bochnovic,,8,3,0,193.04,92.99,205.74,Orthodox,2/13/1989,0.65,26,3.64,21,0,0,0,0,,win
Carlos Barreto,,14,9,0,193.04,104.33,,Orthodox,,0,0,0,0,0,0,0,0,,win
Joe Veres,,4,3,0,170.18,70.31,,Orthodox,11/9/1977,0,0,5.55,27,0,0,0,0,,win
Paul Daley,Semtex,39,15,2,175.26,77.11,193.04,Orthodox,2/21/1983,3.14,47,2.37,60,0.91,40,64,0,,win
Curtis Blaydes,Razor,17,4,0,193.04,120.2,203.2,Orthodox,2/18/1991,3.56,49,1.89,59,5.93,53,33,0,,win
Terry Martin,,23,11,0,172.72,83.91,180.34,Orthodox,10/10/1980,2.82,43,3.13,54,3.1,42,92,0,,win
Tyler Diamond,,9,1,0,170.18,65.77,175.26,Orthodox,3/18/1991,3.4,47,2.53,44,3,75,70,0,,win
Martin Sano,Spartan,4,3,1,180.34,77.11,190.5,Orthodox,5/30/1991,4,33,12,40,0,0,0,0,,win
Chris Birchler,The Big Buck,7,4,0,190.5,92.99,,Switch,6/5/1987,9.35,46,14.83,35,0,0,0,0,,win
John Adajar,The Outlaw,6,2,0,175.26,77.11,190.5,Orthodox,6/22/1991,3.9,52,6.28,44,0,0,0,0,,win
Richard Odoms,The Black Eagle,13,3,0,195.58,120.2,,Orthodox,5/8/1975,0,0,0,0,0,0,0,0,,win
Martin Bravo,El Toro,11,3,0,172.72,65.77,180.34,Southpaw,9/21/1993,7.66,39,5.72,51,2.6,35,85,0,,win
Jacobi Jones,Big Toe,6,2,0,175.26,70.31,182.88,Orthodox,5/24/1996,5.87,46,7.6,48,0,0,33,0,,win
Dominique Steele,Non-Stop Action-Packed,14,9,0,177.8,77.11,187.96,Orthodox,1/27/1988,2.32,49,2.42,50,2.95,42,76,0,,win
Jared Vanderaa,,12,10,0,193.04,120.2,203.2,Orthodox,5/12/1992,4.96,44,5.67,45,0.18,50,20,0,,loss
Herman Renting,,1,3,0,182.88,97.52,,Switch,,0,0,0,0,0,0,0,0,,win
Kazuyuki Miyata,,15,9,0,172.72,63.05,,Orthodox,,2.04,52,1.82,63,4.31,46,68,0,,win
Suman Mokhtarian,,8,5,0,172.72,65.77,182.88,Orthodox,6/13/1992,2.21,43,6.85,48,0,0,0,0,,win
Yusuke Kawaguchi,,18,12,0,182.88,115.67,,,,2.87,47,3.93,50,0,0,72,0,,win
Adin Duenas,,6,1,0,167.64,65.77,,,,0,0,0,0,0,0,0,0,,draw
Noe Hernandez,,5,5,0,,,,Orthodox,,0,0,0,0,0,0,0,0,,loss
Mark Hall,,5,6,0,182.88,86.18,,Orthodox,,0,0,0,0,0,0,0,0,,win
KyeungPyo Kim,Redhorse,11,4,0,175.26,70.31,180.34,Orthodox,1/29/1992,6.77,46,6.32,63,3.87,40,100,0,,loss
David Levicki,,1,3,0,195.58,124.74,,,,0,0,0,0,0,0,0,0,,win
George Bush,,5,2,0,185.42,92.99,,,,6.35,64,2.31,55,17.31,66,0,0,,win
Sean O'Haire,,4,2,0,195.58,122.47,,Orthodox,2/25/1971,8.28,57,22.76,21,0,0,0,0,,win
Tommy Hayden,Wild Card,11,3,0,175.26,65.77,,Southpaw,3/11/1986,1.48,27,2.05,55,3.42,33,66,0,,loss
Yusuke Imamura,,2,6,0,172.72,99.79,,Orthodox,,0.18,50,1.83,52,2.75,50,0,0,,loss
Han Ten Yun,,0,1,0,180.34,99.79,,,,0,0,0,0,0,0,0,0,,win
Chad W. Saunders,,7,2,0,177.8,77.11,,Orthodox,,0,0,0,0,0,0,0,0,,win
Tom Egan,,7,5,0,180.34,77.11,,Orthodox,,0,0,3.91,50,0,0,28,0,,win
Curtis Millender,Curtious,17,5,0,187.96,77.11,193.04,Orthodox,12/1/1987,3.86,46,2.95,61,0.43,100,57,0,,win
Jose Perez,,1,0,0,,,,,,0,0,0,0,0,0,0,0,,win
Ramazan Kuramagomedov,,8,0,0,185.42,77.11,185.42,Orthodox,8/23/1996,11.67,67,9.13,54,1,14,0,0,,win
Zak Bucia,,17,8,0,177.8,77.11,,,,0,0,0,0,0,0,0,0,,win
Gil Castillo,,8,5,0,175.26,77.11,,Southpaw,10/21/1965,0.6,45,2.22,44,3.33,45,50,0,,win
Kenneth Alexander,The Machine,7,6,0,175.26,70.31,,Orthodox,9/25/1977,0.88,19,2.2,66,4.71,26,0,0,,win
Josefine Knutsson,Thunder,7,0,0,160.02,52.16,152.4,Orthodox,1/16/1996,3.73,52,1.33,64,2.67,72,100,0,,loss
Marcelo Aguiar,,2,3,1,177.8,77.11,,Orthodox,,0,0,0,0,0,0,0,0,,win
Angga,The Hitman,13,3,0,170.18,65.77,172.72,Orthodox,1/13/1989,3.56,38,3.77,53,0,0,33,0,,loss
Matt Horning,Horndog,20,25,0,162.56,56.7,,,,0,0,0,0,0,0,0,0,,win
Justin Lawrence,The American Kidd,10,4,0,172.72,65.77,170.18,Orthodox,5/15/1990,3.84,35,2.83,67,0.72,28,73,0,,loss
Takashi Sugiura,,1,3,0,180.34,102.06,,Southpaw,5/31/1970,1.37,40,2.08,53,1.33,66,0,0,,loss
Scott Bills,,7,9,1,177.8,77.11,,,,0,0,0,0,0,0,0,0,,loss
Michiyoshi Ohara,,0,2,0,177.8,92.99,,Orthodox,,0.28,29,3.13,48,0,0,33,0,,win
Yan Qihui,Queen Kong,11,4,0,160.02,56.7,157.48,Orthodox,10/1/1996,4.01,60,1.78,72,4.46,100,100,0,,win
Ryan Hayes,,7,6,0,,,,,,0,0,0,0,0,0,0,0,,win
Bubba Jenkins,The Highlight Kid,11,4,0,170.18,65.77,,,,2.41,37,1.58,67,7.23,68,100,0,,win
Taiei Kin,,6,3,0,180.34,83.91,,Orthodox,7/8/1970,2.71,60,1.33,52,0,0,55,0,,win
Martin Buschkamp,,9,0,0,175.26,65.77,,Orthodox,1/6/1991,0,0,0,0,0,0,0,0,,win
Egan Inoue,,13,8,0,175.26,86.18,,Southpaw,7/4/1965,1.66,36,3.31,57,0,0,0,0,,win
Bobby Flynn,,6,4,0,,77.11,,,,0.38,25,0.77,0,0,0,0,0,,win
Chuck Grigsby,The Reverend,23,10,0,198.12,92.99,,Orthodox,,0.71,16,3.29,46,0,0,66,0,,win
Jon Olav Einemo,The Viking,6,3,0,198.12,114.76,,Orthodox,12/10/1975,2.15,52,3.05,52,1.73,55,43,0,,draw
Brian Johnston,,5,5,0,190.5,104.33,,Orthodox,,0,0,0,0,0,0,0,0,,win
Albert Tumenov,Einstein,18,4,0,180.34,77.11,185.42,Orthodox,12/26/1991,3.76,42,3.34,58,0.2,20,75,0,,win
Dennis Olson,,14,11,0,182.88,77.11,,,,1.02,42,5.27,38,2.77,40,0,0,,win
Dave Strasser,,25,8,0,177.8,77.11,,Orthodox,7/13/1969,3.04,45,1.88,59,0.72,33,33,0,,win
Rocky Lee,,3,2,0,175.26,65.77,,Orthodox,4/8/1987,2.47,51,5.33,44,1,10,33,0,,win
Rama Supandhi,Hellboy,8,4,0,165.1,56.7,167.64,Southpaw,11/7/1991,2.2,42,3.53,48,1,11,0,0,,win
Jonathan Meunier,District,8,1,0,190.5,77.11,,Switch,8/4/1987,3.47,50,1.43,69,0.58,33,58,0,,win
Bassil Hafez,The Habibi,8,4,1,180.34,77.11,182.88,Orthodox,1/31/1992,2.13,25,5.53,39,3,15,50,0,,win
Sokun Koh,,4,1,0,185.42,92.99,,,,0,0,0,0,0,0,0,0,,win
Nora Cornolle,,7,1,0,170.18,61.23,170.18,Orthodox,12/6/1989,2.67,51,1.2,57,0,0,37,0,,win
Piera Rodriguez,La Fiera,9,1,0,160.02,52.16,160.02,Orthodox,11/11/1992,3.46,46,2.98,57,3.31,41,66,0,,loss
Danny Abbadi,The Assassin,4,6,0,180.34,70.31,,Orthodox,7/3/1983,3.29,38,4.41,57,0,0,77,0,,loss
Leo Sylvest,Lethal,10,16,0,180.34,92.99,,Orthodox,9/3/1973,0,0,6.58,27,0,0,0,0,,win
Scott Carson,,4,2,0,187.96,97.52,,,,0.62,66,6.22,23,0,0,0,0,,draw
Fedor Nikolov,,0,0,0,,,,,,0,0,0,0,0,0,0,0,,win
Serhiy Sidey,,10,1,0,180.34,61.23,182.88,Switch,7/4/1996,4.52,35,4.52,42,0,0,0,0,,win
James Giboo,,13,5,0,180.34,77.11,,Orthodox,1/6/1978,1.2,27,7.08,39,0,0,0,0,,draw
Eric Smith,,1,1,0,,,,Southpaw,,0,0,0,0,0,0,0,0,,win
Muhammad Naimov,Hillman,10,2,0,175.26,65.77,177.8,Orthodox,8/7/1994,3.37,46,4.66,41,1.58,28,57,0,,win
Fares Ziam,Smile Killer,14,4,0,185.42,70.31,190.5,Orthodox,3/21/1997,2.82,47,2.01,65,0.97,23,75,0,,win
Len Bentley,,10,6,0,175.26,70.31,,,,0,0,0,0,0,0,0,0,,win
James Gabert,,6,4,0,,80.74,,,,0,0,0,0,0,0,0,0,,win
Jeremie Holloway,Hit Em,8,3,0,182.88,77.11,,,,0.81,50,0.51,79,0,0,0,0,,win
Brandon Hester,The Beast,3,0,0,185.42,92.99,,,,3.53,53,0.4,68,4,80,0,0,,win
SangWon Kim,No Problem,10,6,1,175.26,65.77,175.26,Orthodox,9/1/1993,3.18,57,3.73,58,0.69,25,72,0,,win
Kyle Bochniak,Killer B,8,5,0,170.18,65.77,177.8,Orthodox,2/5/1987,2.63,31,5.11,58,1.14,15,62,0,,win
Danny Silva,El Puma,8,1,0,180.34,65.77,177.8,Switch,1/30/1997,13.6,64,13.13,59,2,66,100,0,,win
AJ Cunningham,The Savage,10,3,0,177.8,65.77,180.34,Orthodox,9/7/1994,7.58,24,11.32,54,0,0,0,0,,win
Gan McGee,The Giant,13,5,0,208.28,120.2,,Orthodox,11/20/1976,2.2,29,2.31,59,0.65,25,83,0,,win
Roy Boughton,Black Dynamite,14,8,0,182.88,92.99,,,,0,0,0,0,0,0,0,0,,loss
Tommy Petersen,,2,3,0,,70.31,,,,0,0,0,0,0,0,0,0,,win
Eduardo Neves,Bebezao,7,2,0,187.96,119.29,198.12,Orthodox,3/16/2000,7.69,65,6.15,55,5.77,66,0,0,,win
Pat Curran,Paddy Mike,22,7,0,175.26,65.77,,,,4.7,58,4.4,63,2.5,62,66,0,,win
Braxton Smith,The Beautiful Monster,5,2,0,180.34,116.57,182.88,Orthodox,1/1/1990,6.46,48,11.54,32,0,0,100,0,,win
Kevin Gray,Pocket Herc,9,4,0,162.56,56.7,170.18,Orthodox,5/3/1985,3.45,62,4.48,66,0,0,0,0,,win
Gustavo Gabriel,,13,1,0,167.64,56.7,,Orthodox,4/1/1994,4.06,65,4.26,46,0,0,50,0,,draw
Craig Jones,,0,0,0,,92.99,,,,0,0,0,0,0,0,0,0,,draw
Brian Sleeman,,9,9,1,172.72,83.91,,,,4,48,1.85,70,9.23,100,100,0,,win
Isaac Dulgarian,The Midwest Choppa,6,0,0,170.18,65.77,180.34,Orthodox,7/4/1996,7.29,66,0.42,71,3.13,100,0,0,,loss
Ralph Dillon,Rage,0,2,1,187.96,92.99,,Orthodox,,0.34,14,0.69,60,0,0,0,0,,win
Jorge Lopez,,11,5,0,177.8,77.11,,Orthodox,11/21/1988,2.47,59,2.57,50,3.5,41,81,0,,win
Cal Worsham,,13,10,0,180.34,104.33,,Orthodox,,0,0,0,0,0,0,0,0,,win
Nikolas Motta,Iron,13,5,0,175.26,70.31,177.8,Orthodox,2/8/1993,2.65,30,4.61,52,0,0,82,0,,win
Windri Patilima,,8,1,0,167.64,70.31,180.34,Southpaw,7/19/1993,0.31,50,7.64,31,0,0,0,0,,win
Mike Rodriguez,Slo Mike,11,7,0,193.04,92.99,208.28,Southpaw,11/28/1988,4.35,53,4.24,41,0,0,37,0,,win
Canaan Kawaihae,,6,2,0,182.88,65.77,180.34,Southpaw,8/26/1997,2.83,51,4.59,36,0,0,100,0,,win
Troy Mandaloniz,Rude Boy,3,2,0,175.26,77.11,,Orthodox,2/1/1980,3.52,56,4.71,63,3.1,66,57,0,,draw
Ian Murphy,,1,1,0,185.42,83.91,,Orthodox,6/14/1985,0,0,1.93,30,4.13,100,0,0,,loss
Corey Hill,,6,9,0,193.04,70.31,203.2,Orthodox,10/3/1978,3.57,46,1.61,70,3.02,80,100,0,,win
Robert Whittaker,The Reaper,25,7,0,182.88,83.91,185.42,Orthodox,12/20/1990,4.47,42,3.39,60,0.85,39,82,0,,win
Achilles Estremadura,,7,1,0,177.8,70.31,172.72,Orthodox,3/11/1992,3.2,43,3.27,70,0,0,0,0,,win
Rolando Bedoya,The Machine,14,3,0,180.34,77.11,187.96,Orthodox,1/13/1997,8.7,55,6.83,52,0,0,0,0,,win
Chase Sherman,The Vanilla Gorilla,16,12,0,193.04,113.4,198.12,Orthodox,11/16/1989,6.04,45,6.65,52,0.09,50,74,0,,loss
Bryan Pardoe,Pain Inducer,13,16,0,185.42,92.99,,Orthodox,,1.11,36,4.59,45,4.75,40,33,0,,win
Guy Mezger,,30,14,2,185.42,90.72,,Orthodox,1/1/1968,2.3,32,1.36,72,0.39,50,88,0,,win
Leonardo Damiani,Puppy,10,3,1,177.8,77.11,175.26,Orthodox,8/30/1990,1.67,23,4.17,37,0,0,50,0,,win
Alejandro Flores,El Gallito,17,3,0,177.8,65.77,185.42,Orthodox,8/6/1991,3.66,40,2.02,54,0,0,0,0,,win
Sherron Leggett,Rob Roy,21,6,0,172.72,70.31,,Southpaw,10/27/1978,2.86,51,2.08,47,5.19,80,33,0,,loss
Josh Epps,,6,7,0,,58.97,,,,0,0,0,0,0,0,0,0,,win
Gian Villante,,17,14,0,190.5,104.33,193.04,Orthodox,8/18/1985,4.38,44,5.47,55,0.45,23,83,0,,loss
Nobuhiko Takada,,2,6,2,182.88,99.79,,Southpaw,4/12/1962,0.31,24,1.92,39,1.15,20,0,0,,win
Jadson Costa,,22,8,0,170.18,70.31,,Orthodox,,0.2,50,3.05,50,0,0,0,0,,win
Chris Dempsey,,11,5,0,177.8,83.91,182.88,Orthodox,9/8/1987,2.25,32,2.82,65,2.64,23,16,0,,win
Kultar Gill,Black Mamba,12,8,0,182.88,69.85,,Orthodox,3/24/1979,1.14,50,0.4,41,1.71,66,38,0,,win
Justin DeMoney,,15,7,1,,77.11,,,,0,0,0,0,0,0,0,0,,win
Justin Sumter,,7,3,0,187.96,83.91,203.2,Southpaw,11/16/1989,2.68,48,7.64,34,2.87,100,0,0,,loss
Bob Gilstrap,,5,7,0,190.5,90.72,,Orthodox,,0,0,0,0,0,0,0,0,,win
Taylor Moore,,10,5,0,177.8,61.23,177.8,Southpaw,10/16/1993,0.2,75,2.07,42,0,0,25,0,,win
Ion Cutelaba,The Hulk,17,9,1,185.42,92.99,190.5,Southpaw,12/14/1993,4.63,43,3.29,48,4.75,58,77,0,,loss
Gerric Hayes,,8,11,0,177.8,,,,,0,0,0,0,0,0,0,0,,win
Houston Alexander,The Assassin,17,15,1,182.88,92.99,182.88,Orthodox,3/22/1972,3.06,54,3.2,52,1.19,57,33,0,,win
Ibo Aslan,The Last Ottoman,12,1,0,190.5,92.99,195.58,Orthodox,4/23/1996,8.87,72,3.38,63,0,0,0,0,,win
Sam Liera,,12,10,0,,,,,,0.82,60,7.36,51,0,0,66,0,,win
Andre Santos,Chatuba,38,10,0,182.88,77.11,,,,2.77,34,4.17,41,2.5,29,75,0,,win
Jean Matsumoto,,14,0,0,167.64,61.23,172.72,Orthodox,9/9/1999,6.67,36,6.6,49,0,0,66,0,,loss
Jong Won Kim,,0,1,0,170.18,63.05,,Orthodox,,0.84,15,3.28,63,2.81,100,0,0,,win
Joe Lowry,,9,2,0,180.34,70.31,185.42,Orthodox,12/12/1989,3.97,34,4.25,63,0,0,0,0,,win
Mikey Gonzalez,Rolls,7,2,0,180.34,70.31,187.96,Orthodox,8/13/1985,0.91,16,14.55,11,0,0,0,0,,loss
Brian Houston,B-Hue,4,6,0,187.96,83.91,,Orthodox,4/26/1981,1.9,35,3.67,53,0.95,100,87,0,,win
Tomomi Iwama,,9,6,2,160.02,70.31,,Orthodox,,1,20,3,70,0,0,0,0,,win
Paul Georgieff,,6,2,0,187.96,77.11,,Orthodox,9/22/1982,2.55,40,2.34,35,0,0,0,0,,draw
Mark Schultz,,1,1,0,175.26,90.72,,Orthodox,,0,0,0,0,0,0,0,0,,win
Gasan Umalatov,Cobra,17,4,2,180.34,77.11,180.34,Orthodox,9/11/1982,2.23,39,4.1,59,0.75,17,90,0,,win
Nate Moore,,8,4,0,182.88,77.11,,,,2.21,25,2.87,42,1.23,16,25,0,,win
Albert Cheng,,7,4,0,180.34,77.11,,Orthodox,2/7/1985,1,41,2.6,71,0,0,0,0,,win
Marc Diakiese,Bonecrusher,17,7,0,177.8,70.31,185.42,Orthodox,3/16/1993,2.54,40,2.64,52,3.29,43,66,0,,win
Khalid Murtazaliev,,14,2,0,182.88,83.91,193.04,Orthodox,7/15/1993,4.8,69,0.4,78,7.5,100,33,0,,loss
Philip Preece,,10,14,0,172.72,92.99,,Orthodox,,0.8,72,0.7,63,0,0,0,0,,win
Ron Stallings,The Choir Boy,14,8,0,187.96,77.11,190.5,Southpaw,1/25/1983,3.22,60,3.26,51,0,0,71,0,,win
Jai Herbert,Black Country Banger,12,5,1,185.42,70.31,195.58,Orthodox,5/13/1988,2.69,41,3.15,45,0.2,10,57,0,,win
Balajin,The Snow Leopard,23,4,0,175.26,65.77,182.88,Orthodox,3/31/1992,1.4,33,2.73,50,2,20,66,0,,loss
Miguel Linares,,2,4,0,,,,,,6.51,50,8.84,36,0,0,0,0,,win
Jonatas Novaes,,13,5,0,180.34,77.11,,,,0,0,0,0,0,0,0,0,,win
Lucas Lopes,,29,19,0,187.96,83.91,,,,0,0,0,0,0,0,0,0,,win
Trey Houston,,11,4,0,180.34,83.91,,,,0,0,0,0,0,0,0,0,,draw
Sanford Alton Meeks,,1,1,0,195.58,120.2,190.5,Orthodox,4/5/1994,0.71,42,4.47,38,7.06,25,0,0,,win
Darrius Flowers,Beast Mode,12,6,1,175.26,77.11,180.34,Orthodox,8/25/1994,4.19,56,7.02,40,1.7,33,100,0,,loss
John Dixson,Big John,15,22,0,182.88,124.74,,Orthodox,,0,0,0,0,0,0,0,0,,win
Shaun Etchell,The Buzzsaw,7,3,0,170.18,56.7,172.72,Switch,8/5/1993,0,0,0,0,4.37,100,100,0,,win
JunYoung Hong,Drunken Red,11,7,1,172.72,65.77,175.26,Orthodox,12/18/1990,3.53,39,3.27,54,0,0,40,0,,win
Sultan Aliev,,15,3,0,180.34,77.11,187.96,Orthodox,9/17/1984,1.41,45,2.2,56,1.76,38,100,0,,win
Damonte Robinson,,6,1,1,182.88,70.31,195.58,,,0,0,0,0,0,0,0,0,,loss
Harry Moskowitz,Dirty,6,12,0,195.58,124.74,,Orthodox,,0,0,0,0,0,0,0,0,,win
Jorgen Kruth,The Last Viking,5,0,0,187.96,92.99,,,,0,0,0,0,0,0,0,0,,loss
Moti Horenstein,,1,6,0,193.04,104.33,,Orthodox,,0,0,0,0,0,0,0,0,,win
Sarah D'alelio,The Monster,11,7,0,170.18,65.77,,,,2.4,33,0,100,0,0,100,0,,win
Ashiek Ajim,Peak Physique,6,2,0,172.72,61.23,180.34,Switch,6/19/1994,5,40,11.25,25,0,0,0,0,,win
Ludovit Klein,Mr. Highlight,20,4,1,170.18,70.31,182.88,Southpaw,2/22/1995,3.49,54,3.53,53,1.52,45,83,0,,loss
Jose Barreto,,0,1,0,,83.91,,Southpaw,,0,0,0,0,0,0,0,0,,win
Vinicius Cenci,Chambinho,7,2,0,185.42,70.31,187.96,Orthodox,11/24/1995,2.9,48,2.69,62,1.61,50,0,0,,win
Richie Santiago,The Milford Mauler,7,2,0,170.18,61.23,170.18,Southpaw,10/10/1992,3.87,49,4.87,42,0,0,25,0,,win
Scott Morris,,2,1,0,177.8,95.25,,Orthodox,,0,0,0,0,0,0,0,0,,win
Maiju Kujala,,6,3,0,,61.23,,,,2.5,40,5.5,36,0,0,50,0,,win
Antony Rea,Wild Thing,33,15,0,182.88,92.99,,Orthodox,7/15/1976,2.89,28,5.42,42,0,0,100,0,,win
Chris Wright,,8,5,1,,,,,,0,0,0,0,0,0,0,0,,win
Nick Penner,The Quiet Assassin,11,3,0,193.04,92.99,,Southpaw,3/26/1980,1.25,30,4.6,38,0,0,40,0,,win
Christian Aguilera,The Beast,14,8,0,175.26,77.11,182.88,Switch,11/25/1991,2.54,37,4.04,48,0,0,60,0,,win
Mario Soto,Dr. Mario,7,2,0,182.88,65.77,,,,1.43,23,5.23,42,0,0,0,0,,win
Gerald Harris,,23,5,0,180.34,83.91,195.58,Southpaw,11/19/1979,1.41,29,1.58,62,2.96,54,72,0,,loss
Rubin Williams,Mr. Hollywood,0,1,0,185.42,83.91,,Orthodox,4/9/1976,0,0,1.39,60,0,0,0,0,,win
Steve Mann,,12,5,0,185.42,77.11,,,,3.18,70,0.66,57,1.64,100,60,0,,win
Alessandro Costa,Nono,13,4,0,162.56,56.7,170.18,Orthodox,1/28/1996,3.75,46,3.61,56,0.31,16,90,0,,win
Michael Bravo,,7,4,0,,70.31,,,,0,0,0,0,0,0,0,0,,win
Alexander Morgan,The Chess Master,11,5,0,177.8,65.77,180.34,Orthodox,5/14/1991,3.71,44,2.78,47,0,0,0,0,,win
Abdul-Kareem Al-Selwady,Pride of Palestine,15,3,0,172.72,70.31,175.26,Orthodox,4/10/1995,4.6,28,3.6,61,1,16,0,0,,win
Chris Amarante,,2,0,0,,83.91,,,,0,0,0,0,0,0,0,0,,win
Marc Stevens,,21,10,0,175.26,70.31,,,,0.45,26,1.79,46,0,0,0,0,,win
Danny Navarro,,17,7,0,177.8,70.31,,,,3.83,32,4.62,57,2.17,25,100,0,,loss
David Dodd,,4,7,0,187.96,90.72,,Orthodox,9/22/1973,0,0,0,0,0,0,0,0,,win
Elves Brener,,16,3,0,177.8,70.31,182.88,Orthodox,9/27/1997,4.64,46,5.05,55,0.93,20,85,0,,win
Ivan Valenzuela,Bam Bam,8,2,0,187.96,83.91,195.58,Orthodox,11/17/1992,0,0,9.6,33,0,0,0,0,,win
Chelsea Hackett,Hammer,3,1,1,162.56,56.7,167.64,Switch,8/16/1998,2.58,51,4.85,46,0,0,57,0,,win
CJ Keith,,8,4,0,182.88,70.31,,Orthodox,8/9/1986,0.86,50,1.82,50,0,0,62,0,,loss
Bryanna Fissori,,2,4,0,162.56,65.77,,,,1.4,46,1.2,57,2,25,50,0,,win
Jeff Molina,El Jefe,11,2,0,167.64,56.7,175.26,Orthodox,7/17/1997,7.25,48,5.04,55,0,0,66,0,,win
Dean Barry,The Sniper,4,2,0,177.8,77.11,182.88,Orthodox,7/3/1992,9.31,40,4.66,51,0,0,100,0,,win
Norifumi Yamamoto,Kid,18,6,0,162.56,61.23,167.64,Southpaw,3/15/1977,2.09,45,2.01,57,0.41,22,45,0,,win
Bryan Humes,,6,2,0,,120.2,,,,0,0,0,0,0,0,0,0,,loss
Crezio de Souza,,1,2,0,,77.11,,Orthodox,,0,0,0,0,0,0,0,0,,win
Wuziazibieke Jiahefu,Prairie Kitty,29,12,1,175.26,65.77,177.8,Orthodox,4/9/1990,0.41,50,2.84,41,6.08,50,0,0,,win
Rulon Gardner,,1,0,0,190.5,120.2,,Orthodox,8/16/1971,2.05,25,1.45,60,0.75,100,100,0,,win
Cortez Coleman,Hollywood,13,8,0,185.42,83.91,,,,0,0,0,0,0,0,0,0,,win
Aalon Cruz,,8,4,0,182.88,65.77,198.12,Switch,9/20/1989,7.58,39,8.88,58,0,0,0,0,,win
Paul Capaldo,,6,0,0,170.18,61.23,,,,0,0,0,0,0,0,0,0,,loss
Chris Condo,,0,1,0,182.88,151.95,,Orthodox,,0,0,0,0,0,0,0,0,,loss
Yoji Anjo,Mr. 200%,0,5,1,180.34,92.99,,Orthodox,3/28/1967,0,0,3.13,25,0,0,0,0,,win
Ricky Legere Jr.,IE Bad Boy,14,4,0,172.72,77.11,,,,1.07,41,1.53,60,5,41,0,0,,win
Luciano Pereira,El Torito,13,1,0,,56.7,,Orthodox,1/9/2001,0,0,0,0,0,0,0,0,,draw
Aaron Brink,,26,26,0,190.5,92.99,,Orthodox,11/12/1974,3.49,42,5.71,57,0,0,0,0,,win
Diego Henrique da Silva,Gaucho,8,4,0,187.96,83.91,,Orthodox,8/22/1986,2.53,57,3.27,30,0,0,63,0,,loss
OJ Dominguez,,0,1,0,,,,,,0,0,0,0,0,0,0,0,,win
Jesse Jones,,2,1,0,175.26,77.11,,,,0,0,0,0,0,0,0,0,,loss
Trent Jenkins,,0,4,0,187.96,83.91,,,,0,0,0,0,0,0,0,0,,win
Timo Feucht,,8,1,0,190.5,92.99,200.66,Orthodox,1/18/1996,0,0,0,0,0,0,0,0,,draw
Garrett Mueller,,3,3,0,175.26,61.23,,,,0,0,0,0,0,0,0,0,,draw
Ryan Tobar,,3,3,0,,70.31,,,,0,0,0,0,0,0,0,0,,win
Koji Oishi,,25,10,10,172.72,77.11,,Orthodox,5/31/1977,1.43,9,17.86,43,0,0,0,0,,win
Rob Sinclair,,13,5,0,172.72,70.31,,,,1.2,33,1.73,73,0,0,50,0,,win
Scott Ferrozzo,The Pitbull,4,2,0,180.34,146.51,,Orthodox,4/26/1965,0,0,0,0,0,0,0,0,,win
Caio Bittencourt,Leao,14,7,0,182.88,83.91,190.5,Orthodox,5/22/1991,0.29,16,0.57,33,0,0,0,0,,win
Muslim Salikhov,King of Kung Fu,19,4,0,180.34,77.11,177.8,Orthodox,6/9/1984,3.37,51,2.91,62,1.31,40,73,0,,loss
Yosuke Nishijima,,0,5,0,175.26,92.99,,Orthodox,5/15/1973,1.72,37,5.59,56,0,0,0,0,,win
Michael McDonald,The Black Sniper,1,1,0,180.34,92.99,,Orthodox,2/6/1965,0,0,0.4,50,0,0,0,0,,win
Rafael Carino,,2,1,1,203.2,111.13,,Orthodox,,0,0,0,0,0,0,0,0,,win
Jeremy Kennedy,JBC,11,1,0,180.34,65.77,180.34,Orthodox,9/16/1992,2.22,46,2.58,47,5.73,52,66,0,,win
Luis Ramos,Beicao,20,10,2,172.72,77.11,,Orthodox,1/18/1981,2.4,35,5.6,42,1.5,20,100,0,,win
Eric Steenberg,,5,1,0,,70.31,,,,0,0,0,0,0,0,0,0,,win
Hugo Duarte,,6,3,0,182.88,108.86,,Orthodox,8/9/1968,0,0,0,0,0,0,0,0,,win
